ID,grp,t,y,grp_cat
17,0,4,10.74539666,0
17,0,5,8.224506821,0
17,0,6,3.867879667,0
17,0,7,1.961464268,0
17,0,8,2.2583987,0
17,0,9,0.845548922,0
17,0,10,0.117752716,0
17,0,11,1.683881553,0
17,0,12,1.190158426,0
17,0,13,-1.074706671,0
17,0,14,-0.504466998,0
17,0,15,1.021981543,0
17,0,16,-1.635743421,0
17,0,17,-1.109083474,0
17,0,18,-1.166946664,0
17,0,19,-1.139209388,0
18,1,0,88.68195996,1
18,1,1,57.98172777,1
18,1,2,40.39394547,1
18,1,3,26.37654286,1
18,1,4,19.44702211,1
18,1,5,17.38458286,1
18,1,6,11.75906087,1
18,1,7,11.21138768,1
18,1,8,12.17939252,1
18,1,9,11.40560929,1
18,1,10,11.55060328,1
18,1,11,10.44033246,1
18,1,12,11.66407,1
18,1,13,9.858588545,1
18,1,14,9.924156451,1
18,1,15,9.648571757,1
18,1,16,10.31761019,1
18,1,17,7.968157287,1
18,1,18,9.825709835,1
18,1,19,9.039783723,1
19,0,0,90.2854149,0
19,0,1,56.50550646,0
19,0,2,34.02616589,0
19,0,3,21.89268098,0
19,0,4,13.37024932,0
19,0,5,9.278713649,0
19,0,6,4.467217481,0
19,0,7,1.39147106,0
19,0,8,2.592643126,0
19,0,9,1.015626587,0
19,0,10,1.385861392,0
19,0,11,0.432679929,0
19,0,12,1.292298184,0
19,0,13,-0.458939447,0
19,0,14,0.366386301,0
19,0,15,0.649070247,0
19,0,16,-0.586548054,0
19,0,17,0.889943639,0
19,0,18,1.127758656,0
19,0,19,-2.38840218,0
20,1,0,89.34715968,1
20,1,1,60.72645919,1
20,1,2,43.83325255,1
20,1,3,29.22260573,1
20,1,4,23.98853666,1
20,1,5,19.49228493,1
20,1,6,14.21239393,1
20,1,7,13.08289737,1
20,1,8,11.97139108,1
20,1,9,11.75177188,1
20,1,10,8.936579353,1
20,1,11,7.251501701,1
20,1,12,11.32206412,1
20,1,13,10.29538291,1
20,1,14,9.922593247,1
20,1,15,10.47673918,1
20,1,16,10.2508018,1
20,1,17,11.02234775,1
20,1,18,7.851596587,1
20,1,19,8.268098191,1
21,0,0,91.67999943,0
21,0,1,56.87969645,0
21,0,2,36.35933571,0
21,0,3,24.75909762,0
21,0,4,16.19000961,0
21,0,5,9.025700838,0
21,0,6,6.401075235,0
21,0,7,5.01080287,0
21,0,8,2.274087809,0
21,0,9,1.801266435,0
21,0,10,2.546867122,0
21,0,11,0.017295678,0
21,0,12,1.059801106,0
21,0,13,-1.383230733,0
21,0,14,-0.319196904,0
21,0,15,2.194578823,0
21,0,16,0.504622243,0
21,0,17,1.056965652,0
21,0,18,1.388413873,0
21,0,19,-0.092437489,0
22,1,0,89.94998159,1
22,1,1,61.52676549,1
22,1,2,42.02373223,1
22,1,3,28.99053505,1
22,1,4,22.11778788,1
22,1,5,18.30996024,1
22,1,6,14.82176111,1
22,1,7,12.45250367,1
22,1,8,11.98124721,1
22,1,9,10.93473092,1
22,1,10,11.94816414,1
22,1,11,10.23732298,1
22,1,12,11.46509067,1
22,1,13,9.028396108,1
22,1,14,9.541850911,1
22,1,15,8.277887676,1
22,1,16,9.999365454,1
22,1,17,9.379420622,1
22,1,18,7.371370718,1
22,1,19,9.224485676,1
23,0,0,88.52108581,0
23,0,1,58.73553547,0
23,0,2,37.5876494,0
23,0,3,22.69186785,0
23,0,4,16.22342943,0
23,0,5,10.00472231,0
23,0,6,9.154666892,0
23,0,7,4.946352093,0
23,0,8,2.240324725,0
23,0,9,2.224440608,0
23,0,10,1.123923448,0
23,0,11,1.188809551,0
23,0,12,2.70968441,0
23,0,13,-0.289542505,0
23,0,14,0.78056444,0
23,0,15,1.380483199,0
23,0,16,-0.854201571,0
23,0,17,-1.349505982,0
23,0,18,-0.282307764,0
23,0,19,0.073566307,0
24,1,0,90.31318642,1
24,1,1,62.44940135,1
24,1,2,42.72153855,1
24,1,3,33.55562263,1
24,1,4,25.74328209,1
24,1,5,18.13832247,1
24,1,6,16.31452552,1
24,1,7,14.28740455,1
24,1,8,11.61058523,1
24,1,9,12.3669562,1
24,1,10,11.09768303,1
24,1,11,12.96032442,1
24,1,12,9.120783631,1
24,1,13,9.184697261,1
24,1,14,11.65116027,1
24,1,15,9.86621644,1
24,1,16,10.7193228,1
24,1,17,8.86620579,1
24,1,18,11.09007368,1
24,1,19,10.42107188,1
25,0,0,90.78767528,0
25,0,1,48.99517211,0
25,0,2,27.97314351,0
25,0,3,15.32802085,0
25,0,4,8.694610238,0
25,0,5,4.952890251,0
25,0,6,3.273518657,0
25,0,7,0.959860551,0
25,0,8,2.489028251,0
25,0,9,-0.420071756,0
25,0,10,-0.802561989,0
25,0,11,0.674389214,0
25,0,12,0.16139227,0
25,0,13,-0.97318681,0
25,0,14,0.177889461,0
25,0,15,-0.197065411,0
25,0,16,-0.958968017,0
25,0,17,0.350624138,0
25,0,18,1.601042841,0
25,0,19,1.282581042,0
26,1,0,92.87383033,1
26,1,1,55.27195584,1
26,1,2,34.17649616,1
26,1,3,23.68665534,1
26,1,4,18.42568945,1
26,1,5,13.24228378,1
26,1,6,11.43290988,1
26,1,7,10.380849,1
26,1,8,10.95811595,1
26,1,9,10.76233104,1
26,1,10,9.554929487,1
26,1,11,9.989415074,1
26,1,12,11.70103011,1
26,1,13,9.51962923,1
26,1,14,9.490439834,1
26,1,15,11.34265542,1
26,1,16,10.08095627,1
26,1,17,10.52805711,1
26,1,18,11.48085083,1
26,1,19,10.86449824,1
27,0,0,90.49524758,0
27,0,1,59.68958651,0
27,0,2,39.18739881,0
27,0,3,27.45707992,0
27,0,4,16.94267093,0
27,0,5,12.19261061,0
27,0,6,7.319662015,0
27,0,7,5.228622717,0
27,0,8,4.300079465,0
27,0,9,2.587758638,0
27,0,10,1.155937327,0
27,0,11,0.703249967,0
27,0,12,2.364421715,0
27,0,13,-2.425147923,0
27,0,14,0.925334221,0
27,0,15,-2.001844878,0
27,0,16,-0.138573029,0
27,0,17,-0.833013062,0
27,0,18,-0.24715315,0
27,0,19,2.575724913,0
28,1,0,91.81628983,1
28,1,1,61.40229593,1
28,1,2,41.82557096,1
28,1,3,32.0400111,1
28,1,4,24.46012754,1
28,1,5,17.25607372,1
28,1,6,16.18340306,1
28,1,7,12.72309104,1
28,1,8,11.4796698,1
28,1,9,10.20119307,1
28,1,10,10.88495485,1
28,1,11,9.148624015,1
28,1,12,8.300278931,1
28,1,13,7.988890522,1
28,1,14,10.11866332,1
28,1,15,10.85144922,1
28,1,16,9.169069512,1
28,1,17,9.371159702,1
28,1,18,10.61817546,1
28,1,19,10.09241172,1
29,0,0,91.56092015,0
29,0,1,59.94261217,0
29,0,2,39.82174754,0
29,0,3,29.0128961,0
29,0,4,17.80346967,0
29,0,5,10.65587961,0
29,0,6,8.639096789,0
29,0,7,5.402740271,0
29,0,8,3.974236248,0
29,0,9,2.876493967,0
29,0,10,3.154740318,0
29,0,11,2.321208728,0
29,0,12,0.544877427,0
29,0,13,0.788038824,0
29,0,14,1.019048541,0
29,0,15,0.543572765,0
29,0,16,0.038852973,0
29,0,17,1.358880335,0
29,0,18,0.730748383,0
29,0,19,-0.482220782,0
30,1,0,89.33610046,1
30,1,1,55.43968512,1
30,1,2,35.43337397,1
30,1,3,26.15654063,1
30,1,4,18.62804616,1
30,1,5,15.27067683,1
30,1,6,11.9618505,1
30,1,7,11.8278635,1
30,1,8,8.442007613,1
30,1,9,8.499104969,1
30,1,10,11.4967274,1
30,1,11,8.57999348,1
30,1,12,9.677063235,1
30,1,13,8.846811909,1
30,1,14,9.449475182,1
30,1,15,10.2054085,1
30,1,16,11.7734302,1
30,1,17,11.52199641,1
30,1,18,10.28485759,1
30,1,19,9.539936487,1
