ID,grp,t,y,grp_cat
15,0,19,-2.310254104,0
16,1,0,88.58595678,1
16,1,1,57.22102821,1
16,1,2,33.15975697,1
16,1,3,20.51241013,1
16,1,4,11.86941786,1
16,1,5,6.926400304,1
16,1,6,1.476855221,1
16,1,7,2.604679719,1
16,1,8,0.982195027,1
16,1,9,2.262815565,1
16,1,10,0.117855375,1
16,1,11,1.704475094,1
16,1,12,0.918126853,1
16,1,13,0.838837375,1
16,1,14,-0.677189295,1
16,1,15,-1.870256224,1
16,1,16,0.457385344,1
16,1,17,0.457799527,1
16,1,18,-1.530631244,1
16,1,19,-0.088595644,1
17,0,0,89.65368663,0
17,0,1,66.39920576,0
17,0,2,48.21945174,0
17,0,3,35.75418224,0
17,0,4,25.38658298,0
17,0,5,20.61516367,0
17,0,6,13.96648242,0
17,0,7,9.988266116,0
17,0,8,8.527203726,0
17,0,9,5.679106873,0
17,0,10,3.809177778,0
17,0,11,4.482570362,0
17,0,12,3.300077008,0
17,0,13,0.508946669,0
17,0,14,0.680049935,0
17,0,15,1.905507189,0
17,0,16,-0.978184178,0
17,0,17,-0.620568606,0
17,0,18,-0.804538736,0
17,0,19,-0.870666334,0
18,1,0,88.68195996,1
18,1,1,48.84576024,1
18,1,2,28.10595405,1
18,1,3,13.46976191,1
18,1,4,6.864176524,1
18,1,5,5.37605639,1
18,1,6,0.302858902,1
18,1,7,0.200196609,1
18,1,8,1.497374327,1
18,1,9,0.955125296,1
18,1,10,1.257677697,1
18,1,11,0.252155121,1
18,1,12,1.544341561,1
18,1,13,-0.216998065,1
18,1,14,-0.123258123,1
18,1,15,-0.381012671,1
18,1,16,0.299233588,1
18,1,17,-2.043214041,1
18,1,18,-0.181303743,1
18,1,19,-0.964529944,1
19,0,0,90.2854149,0
19,0,1,68.83358141,0
19,0,2,50.96924359,0
19,0,3,39.41478598,0
19,0,4,29.53054296,0
19,0,5,23.2966975,0
19,0,6,16.17759132,0
19,0,7,10.93195178,0
19,0,8,10.22978263,0
19,0,9,7.051375102,0
19,0,10,6.11058609,0
19,0,11,4.104279478,0
19,0,12,4.129463479,0
19,0,13,1.723776935,0
19,0,14,2.039774514,0
19,0,15,1.92843045,0
19,0,16,0.38940024,0
19,0,17,1.633113269,0
19,0,18,1.692859691,0
19,0,19,-1.959201321,0
20,1,0,89.34715968,1
20,1,1,51.63522426,1
20,1,2,31.30222131,1
20,1,3,15.84057943,1
20,1,4,10.82782648,1
20,1,5,6.907137302,1
20,1,6,2.241101922,1
20,1,7,1.643157162,1
20,1,8,0.950055589,1
20,1,9,1.042237593,1
20,1,10,-1.548678855,1
20,1,11,-3.076370404,1
20,1,12,1.102654332,1
20,1,13,0.149694454,1
20,1,14,-0.173526732,1
20,1,15,0.413659924,1
20,1,16,0.20959109,1
20,1,17,0.995526586,1
20,1,18,-2.165802548,1
20,1,19,-1.743157086,1
21,0,0,91.67999943,0
21,0,1,69.84599401,0
21,0,2,55.1021041,0
21,0,3,45.14586803,0
21,0,4,35.9657212,0
21,0,5,27.06788639,0
21,0,6,22.25347687,0
21,0,7,18.59441536,0
21,0,8,13.71067557,0
21,0,9,11.30769956,0
21,0,10,10.37365723,0
21,0,11,6.41439664,0
21,0,12,6.258961957,0
21,0,13,2.823712395,0
21,0,14,3.073044545,0
21,0,15,4.922322804,0
21,0,16,2.69318143,0
21,0,17,2.809797106,0
21,0,18,2.790255738,0
21,0,19,1.02739799,0
22,1,0,89.94998159,1
22,1,1,52.43281236,1
22,1,2,29.50781942,1
22,1,3,15.63876589,1
22,1,4,8.994724235,1
22,1,5,5.763244048,1
22,1,6,2.885583458,1
22,1,7,1.042639047,1
22,1,8,0.984096632,1
22,1,9,0.244070207,1
22,1,10,1.477226624,1
22,1,11,-0.079921374,1
22,1,12,1.253427897,1
22,1,13,-1.111727931,1
22,1,14,-0.550321347,1
22,1,15,-1.782419939,1
22,1,16,-0.039916648,1
22,1,17,-0.646068879,1
22,1,18,-2.645115096,1
22,1,19,-0.786146887,1
23,0,0,88.52108581,0
23,0,1,71.67703734,0
23,0,2,56.25880203,0
23,0,3,42.96190378,0
23,0,4,35.84830452,0
23,0,5,27.87505434,0
23,0,6,24.82604681,0
23,0,7,18.34917105,0
23,0,8,13.50311586,0
23,0,9,11.56850572,0
23,0,10,8.80232183,0
23,0,11,7.452623568,0
23,0,12,7.790782728,0
23,0,13,3.814007038,0
23,0,14,4.083107523,0
23,0,15,4.031021211,0
23,0,16,1.26834595,0
23,0,17,0.347205426,0
23,0,18,1.072056677,0
23,0,19,1.153406368,0
24,1,0,90.31318642,1
24,1,1,53.38073914,1
24,1,2,30.06320965,1
24,1,3,19.91526721,1
24,1,4,12.25664228,1
24,1,5,5.21576297,1
24,1,6,4.030586119,1
24,1,7,2.577887839,1
24,1,8,0.367750889,1
24,1,9,1.482097733,1
24,1,10,0.477487096,1
24,1,11,2.530870972,1
24,1,12,-1.173742094,1
24,1,13,-1.015725923,1
24,1,14,1.515643799,1
24,1,15,-0.224925987,1
24,1,16,0.658298936,1
24,1,17,-1.174496879,1
24,1,18,1.063013635,1
24,1,19,0.403132284,1
25,0,0,90.78767528,0
25,0,1,60.0002933,0
25,0,2,41.47493601,0
25,0,3,27.79281092,0
25,0,4,18.95697629,0
25,0,5,12.8995272,0
25,0,6,9.199607251,0
25,0,7,5.269760632,0
25,0,8,5.568861696,0
25,0,9,1.752765538,0
25,0,10,0.715788879,0
25,0,11,1.727685384,0
25,0,12,0.887965511,0
25,0,13,-0.474197051,0
25,0,14,0.51938937,0
25,0,15,0.036004542,0
25,0,16,-0.800252341,0
25,0,17,0.458513973,0
25,0,18,1.674277767,0
25,0,19,1.332234818,0
26,1,0,92.87383033,1
26,1,1,46.07221311,1
26,1,2,22.21379798,1
26,1,3,11.37719239,1
26,1,4,6.525063299,1
26,1,5,1.873372246,1
26,1,6,0.51369086,1
26,1,7,-0.210345222,1
26,1,8,0.588804754,1
26,1,9,0.536400238,1
26,1,10,-0.581137558,1
26,1,11,-0.091543442,1
26,1,12,1.653322016,1
26,1,13,-0.508266595,1
26,1,14,-0.525767283,1
26,1,15,1.333289371,1
26,1,16,0.075567895,1
26,1,17,0.524968917,1
26,1,18,1.479086697,1
26,1,19,0.863493309,1
27,0,0,90.49524758,0
27,0,1,72.95993162,0
27,0,2,58.81947383,0
27,0,3,49.31189479,0
27,0,4,38.63953922,0
27,0,5,32.45171822,0
27,0,6,25.53731674,0
27,0,7,21.20502239,0
27,0,8,18.06666804,0
27,0,9,14.2992903,0
27,0,10,11.02432086,0
27,0,11,8.958149102,0
27,0,12,9.230805172,0
27,0,13,3.261124647,0
27,0,14,5.617939473,0
27,0,15,1.860020276,0
27,0,16,3.03258605,0
27,0,17,1.766345096,0
27,0,18,1.88045294,0
27,0,19,4.315177739,0
28,1,0,91.81628983,1
28,1,1,52.32690284,1
28,1,2,29.20552731,1
28,1,3,18.47801442,1
28,1,4,11.07319369,1
28,1,5,4.437607073,1
28,1,6,3.996729156,1
28,1,7,1.098205767,1
28,1,8,0.30690073,1
28,1,9,-0.62774671,1
28,1,10,0.308151217,1
28,1,11,-1.247895967,1
28,1,12,-1.969695183,1
28,1,13,-2.193497685,1
28,1,14,-0.003767514,1
28,1,15,0.769702716,1
28,1,16,-0.88526781,1
28,1,17,-0.664821139,1
28,1,18,0.594427466,1
28,1,19,0.076781652,1
29,0,0,91.56092015,0
29,0,1,73.27037343,0
29,0,2,59.62407234,0
29,0,3,51.15261456,0
29,0,4,39.87828107,0
29,0,5,31.35706657,0
29,0,6,27.33482519,0
29,0,7,21.86933616,0
29,0,8,18.22460923,0
29,0,9,15.0520438,0
29,0,10,13.45850408,0
29,0,11,10.97759507,0
29,0,12,7.776369267,0
29,0,13,6.80258008,0
29,0,14,6.004033407,0
29,0,15,4.663807077,0
29,0,16,3.436809553,0
29,0,17,4.156192329,0
29,0,18,3.030288528,0
29,0,19,1.40593322,0
30,1,0,89.33610046,1
30,1,1,46.26892082,1
30,1,2,23.32595814,1
30,1,3,13.58699651,1
30,1,4,6.43680519,1
30,1,5,3.635302487,1
30,1,6,0.823937237,1
30,1,7,1.069515241,1
30,1,8,-2.048876925,1
30,1,9,-1.812074319,1
30,1,10,1.302533066,1
30,1,11,-1.53973418,1
30,1,12,-0.396046027,1
30,1,13,-1.197484435,1
30,1,14,-0.577192348,1
30,1,15,0.189439339,1
30,1,16,1.763910314,1
30,1,17,1.516342796,1
30,1,18,0.281510999,1
30,1,19,-0.462038923,1
