ID,grp,t,y,grp_cat
6,1,2,62.4830494,1
6,1,3,75.72691157,1
6,1,4,81.70321335,1
6,1,5,84.79511876,1
6,1,6,87.22752192,1
6,1,7,87.92235668,1
6,1,8,89.43969922,1
6,1,9,90.42769414,1
6,1,10,90.40308444,1
6,1,11,90.07698475,1
6,1,12,89.84213425,1
6,1,13,90.25445654,1
6,1,14,89.92779765,1
6,1,15,87.9502843,1
6,1,16,90.35582331,1
6,1,17,89.62778554,1
6,1,18,91.27031152,1
6,1,19,92.17149389,1
7,0,0,-1.253471518,0
7,0,1,21.33273625,0
7,0,2,36.83641599,0
7,0,3,48.47518535,0
7,0,4,59.07199504,0
7,0,5,66.43275556,0
7,0,6,71.22679151,0
7,0,7,75.32977459,0
7,0,8,77.85128388,0
7,0,9,80.86053911,0
7,0,10,83.21290113,0
7,0,11,84.7034838,0
7,0,12,87.06870981,0
7,0,13,86.74170762,0
7,0,14,89.589901,0
7,0,15,87.79314973,0
7,0,16,90.20531204,0
7,0,17,89.10455134,0
7,0,18,88.09785117,0
7,0,19,89.94542431,0
8,1,0,0.034456832,1
8,1,1,40.35908878,1
8,1,2,63.86388157,1
8,1,3,75.73522445,1
8,1,4,82.92746986,1
8,1,5,84.55029467,1
8,1,6,87.01595848,1
8,1,7,87.66362048,1
8,1,8,86.25700739,1
8,1,9,89.93967624,1
8,1,10,91.02829785,1
8,1,11,90.55796897,1
8,1,12,88.61071339,1
8,1,13,89.11981165,1
8,1,14,88.19779667,1
8,1,15,91.22704103,1
8,1,16,89.66598918,1
8,1,17,89.03573377,1
8,1,18,90.88388688,1
8,1,19,89.7517378,1
9,0,0,-1.539787328,0
9,0,1,21.43066731,0
9,0,2,37.83280076,0
9,0,3,50.41947634,0
9,0,4,60.14462894,0
9,0,5,66.3241771,0
9,0,6,73.08322217,0
9,0,7,75.42793273,0
9,0,8,81.1616606,0
9,0,9,81.64151361,0
9,0,10,84.52893792,0
9,0,11,86.10609836,0
9,0,12,86.26384252,0
9,0,13,85.77729892,0
9,0,14,87.65889925,0
9,0,15,87.88947435,0
9,0,16,88.44010462,0
9,0,17,89.94983495,0
9,0,18,89.99755272,0
9,0,19,89.70928853,0
10,1,0,-0.767691502,1
10,1,1,36.89234568,1
10,1,2,53.88883669,1
10,1,3,67.0426679,1
10,1,4,77.11381381,1
10,1,5,84.52568357,1
10,1,6,84.57807387,1
10,1,7,85.57029828,1
10,1,8,87.58448792,1
10,1,9,91.29993017,1
10,1,10,88.43437553,1
10,1,11,88.97967168,1
10,1,12,89.39092909,1
10,1,13,90.51664655,1
10,1,14,90.50365968,1
10,1,15,89.42091883,1
10,1,16,87.97382405,1
10,1,17,91.79938796,1
10,1,18,88.67743576,1
10,1,19,89.44382352,1
11,0,0,0.18975796,0
11,0,1,20.98717667,0
11,0,2,35.22376569,0
11,0,3,49.00390815,0
11,0,4,59.0230254,0
11,0,5,65.89540396,0
11,0,6,71.90798367,0
11,0,7,74.48395341,0
11,0,8,78.58298085,0
11,0,9,82.38489705,0
11,0,10,83.79364302,0
11,0,11,85.20622472,0
11,0,12,87.05679728,0
11,0,13,86.45213184,0
11,0,14,88.23076213,0
11,0,15,87.32797885,0
11,0,16,88.30141609,0
11,0,17,89.04196583,0
11,0,18,89.70452055,0
11,0,19,86.66770436,0
12,1,0,1.145677575,1
12,1,1,39.16800174,1
12,1,2,62.16048803,1
12,1,3,74.4816515,1
12,1,4,81.18323121,1
12,1,5,84.78909695,1
12,1,6,87.58938626,1
12,1,7,88.19313063,1
12,1,8,89.65758976,1
12,1,9,89.80551577,1
12,1,10,90.52910433,1
12,1,11,89.14841456,1
12,1,12,89.51276463,1
12,1,13,90.35430885,1
12,1,14,88.86823818,1
12,1,15,89.6064512,1
12,1,16,90.29211902,1
12,1,17,91.79591388,1
12,1,18,90.81959346,1
12,1,19,88.68707938,1
13,0,0,-1.893754578,0
13,0,1,23.44046451,0
13,0,2,41.24326119,0
13,0,3,54.61341153,0
13,0,4,65.09164792,0
13,0,5,72.61447124,0
13,0,6,76.71630766,0
13,0,7,80.60339797,0
13,0,8,80.98843846,0
13,0,9,85.32498952,0
13,0,10,87.06759915,0
13,0,11,86.42756294,0
13,0,12,87.48162316,0
13,0,13,88.30377746,0
13,0,14,88.44490674,0
13,0,15,89.49471099,0
13,0,16,88.79838216,0
13,0,17,89.11668235,0
13,0,18,88.94545003,0
13,0,19,90.52743807,0
14,1,0,-1.259273598,1
14,1,1,40.7092523,1
14,1,2,62.27786405,1
14,1,3,74.33049081,1
14,1,4,81.49123668,1
14,1,5,87.60827554,1
14,1,6,87.74229396,1
14,1,7,89.78905592,1
14,1,8,89.7957748,1
14,1,9,89.35991766,1
14,1,10,88.29236749,1
14,1,11,91.01880505,1
14,1,12,90.18155198,1
14,1,13,90.3743585,1
14,1,14,90.37608403,1
14,1,15,89.73405755,1
14,1,16,89.64312577,1
14,1,17,89.26605529,1
14,1,18,87.56437127,1
14,1,19,88.37739313,1
15,0,0,1.699913221,0
15,0,1,19.68622292,0
15,0,2,39.11954627,0
15,0,3,51.87290944,0
15,0,4,59.75323245,0
15,0,5,68.9793657,0
15,0,6,72.84404652,0
15,0,7,77.47831613,0
15,0,8,81.8966046,0
15,0,9,82.38947674,0
15,0,10,84.43559292,0
15,0,11,87.18770257,0
15,0,12,86.81439262,0
15,0,13,87.21498973,0
15,0,14,89.34345256,0
15,0,15,88.20217331,0
15,0,16,90.34722099,0
15,0,17,88.89845669,0
15,0,18,89.96068178,0
15,0,19,86.84012538,0
16,1,0,-1.414043218,1
16,1,1,39.36054559,1
16,1,2,58.52706969,1
16,1,3,71.78289434,1
16,1,4,78.6617275,1
16,1,5,83.01977429,1
16,1,6,83.14365859,1
16,1,7,87.61122077,1
16,1,8,87.98999007,1
16,1,9,90.46981184,1
16,1,10,89.04344289,1
16,1,11,91.06066038,1
16,1,12,90.53233704,1
16,1,13,90.60766251,1
16,1,14,89.18428497,1
16,1,15,88.04673571,1
16,1,16,90.40764484,1
16,1,17,90.42799378,1
16,1,18,88.45150841,1
16,1,19,89.90070199,1
17,0,0,-0.346313367,0
17,0,1,23.69555032,0
17,0,2,40.38467304,0
17,0,3,53.62622245,0
17,0,4,62.2107834,0
17,0,5,71.41170264,0
17,0,6,75.06402362,0
17,0,7,78.68014426,0
17,0,8,82.81795006,0
17,0,9,84.09757695,0
17,0,10,85.27078136,0
17,0,11,88.18770138,0
17,0,12,88.65923187,0
17,0,13,87.08751826,0
17,0,14,88.1576274,0
17,0,15,90.04587001,0
17,0,16,87.65081221,0
17,0,17,88.36866922,0
17,0,18,88.4502844,0
17,0,19,88.57995759,0
18,1,0,-1.31804004,1
18,1,1,40.8042535,1
18,1,2,64.7051927,1
18,1,3,74.38370022,1
18,1,4,81.02172478,1
18,1,5,86.7470684,1
18,1,6,85.60286454,1
18,1,7,87.64022701,1
18,1,8,90.10302279,1
18,1,9,90.19565682,1
18,1,10,90.84401418,1
18,1,11,90.02684293,1
18,1,12,91.42161963,1
18,1,13,89.71615836,1
18,1,14,89.84033385,1
18,1,15,89.59915679,1
18,1,16,90.28843239,1
18,1,17,87.95090281,1
18,1,18,89.81549185,1
18,1,19,89.0337247,1
19,0,0,0.285414897,0
19,0,1,22.81409484,0
19,0,2,38.18423955,0
19,0,3,51.74387778,0
19,0,4,60.83744822,0
19,0,5,68.94444965,0
19,0,6,72.66220254,0
19,0,7,75.60558525,0
19,0,8,81.0915639,0
19,0,9,82.58931574,0
19,0,10,85.18213115,0
19,0,11,85.84604153,0
19,0,12,87.88901189,0
19,0,13,87.00809349,0
19,0,14,88.47630317,0
19,0,15,89.23564411,0
19,0,16,88.35455904,0
19,0,17,90.09545741,0
19,0,18,90.5309088,0
19,0,19,87.16275443,0
20,1,0,-0.652840318,1
20,1,1,38.51792377,1
20,1,2,62.22901209,1
20,1,3,71.99908018,1
20,1,4,81.4409151,1
20,1,5,85.80088194,1
20,1,6,85.87861819,1
20,1,7,87.99825635,1
20,1,8,88.86198707,1
20,1,9,89.84603766,1
20,1,10,87.76604943,1
20,1,11,86.53105532,1
20,1,12,90.87775878,1
20,1,13,90.02085766,1
20,1,14,89.75266603,1
20,1,15,90.37137769,1
20,1,16,90.1853687,1
20,1,17,90.98165021,1
20,1,18,87.82624804,1
20,1,19,88.2522889,1
21,0,0,1.679999433,0
21,0,1,16.78479878,0
21,0,2,31.39929531,0
21,0,3,44.77664734,0
21,0,4,54.14167273,0
21,0,5,59.98325183,0
21,0,6,66.88349882,0
21,0,7,72.53506376,0
21,0,8,75.0512648,0
21,0,9,78.52964645,0
21,0,10,82.27001554,0
21,0,11,82.02590432,0
21,0,12,84.82321247,0
21,0,13,83.73475689,0
21,0,14,85.84928434,0
21,0,15,89.18099075,0
21,0,16,88.13006018,0
21,0,17,89.18309944,0
21,0,18,89.90781294,0
21,0,19,88.73647737,0
22,1,0,-0.050018408,1
22,1,1,39.62394487,1
22,1,2,60.78746812,1
22,1,3,72.10002803,1
22,1,4,79.83872614,1
22,1,5,84.82209699,1
22,1,6,86.6364338,1
22,1,7,87.47337239,1
22,1,8,88.94547295,1
22,1,9,89.07968914,1
22,1,10,90.8121783,1
22,1,11,89.54022937,1
22,1,12,91.03647306,1
22,1,13,88.76435606,1
22,1,14,89.37890274,1
22,1,15,88.17715566,1
22,1,16,89.93699454,1
22,1,17,89.34074371,1
22,1,18,87.34735277,1
22,1,19,89.20955106,1
23,0,0,-1.478914187,0
23,0,1,18.88942072,0
23,0,2,32.99044948,0
23,0,3,43.11013656,0
23,0,4,54.57208402,0
23,0,5,61.3341563,0
23,0,6,69.97415752,0
23,0,7,72.76975787,0
23,0,8,75.27922914,0
23,0,9,79.1794973,0
23,0,10,81.04191544,0
23,0,11,83.36392302,0
23,0,12,86.61471621,0
23,0,13,84.94842981,0
23,0,14,87.05035951,0
23,0,15,88.45219162,0
23,0,16,86.84285828,0
23,0,17,86.836623,0
23,0,18,88.28723613,0
23,0,19,88.94430699,0
24,1,0,0.313186421,1
24,1,1,37.70211815,1
24,1,2,58.01892669,1
24,1,3,73.48885463,1
24,1,4,80.87056979,1
24,1,5,82.65992603,1
24,1,6,86.65901094,1
24,1,7,88.25001062,1
24,1,8,87.82683924,1
24,1,9,89.99031974,1
24,1,10,89.60165909,1
24,1,11,92.01666933,1
24,1,12,88.52436835,1
24,1,13,88.80703368,1
24,1,14,91.41158535,1
24,1,15,89.71398094,1
24,1,16,90.62243098,1
24,1,17,88.80444492,1
24,1,18,91.05065029,1
24,1,19,90.39587372,1
25,0,0,0.787675283,0
25,0,1,28.57736717,0
25,0,2,49.56645273,0
25,0,3,62.53965695,0
25,0,4,71.6847561,0
25,0,5,77.7567381,0
25,0,6,82.23899045,0
25,0,7,83.82860663,0
25,0,8,87.85098171,0
25,0,9,86.54650125,0
25,0,10,87.20378975,0
25,0,11,89.35858977,0
25,0,12,89.28984039,0
25,0,13,88.44775279,0
25,0,14,89.79216712,0
25,0,15,89.54544091,0
25,0,16,88.86882726,0
25,0,17,90.2352844,0
25,0,18,91.52369339,0
25,0,19,91.23065484,0
26,1,0,2.873830328,1
26,1,1,45.26725935,1
26,1,2,66.40524448,1
26,1,3,78.26806138,1
26,1,4,84.86715456,1
26,1,5,85.99228411,1
26,1,6,87.54684677,1
26,1,7,88.29296511,1
26,1,8,89.83376678,1
26,1,9,90.15550475,1
26,1,10,89.22671134,1
26,1,11,89.81152172,1
26,1,12,91.60442111,1
26,1,13,89.46706427,1
26,1,14,89.46178783,1
26,1,15,91.32701127,1
26,1,16,90.07240077,1
26,1,17,90.52337119,1
26,1,18,91.47828069,1
26,1,19,90.8630867,1
27,0,0,0.495247578,0
27,0,1,16.54408522,0
27,0,2,29.72169563,0
27,0,3,42.43521702,0
27,0,4,49.83797938,0
27,0,5,58.35284554,0
27,0,6,63.39792398,0
27,0,7,68.79372616,0
27,0,8,73.5684134,0
27,0,9,76.2376728,0
27,0,10,78.19840153,0
27,0,11,80.39105856,0
27,0,12,84.12793697,0
27,0,13,80.97612892,0
27,0,14,85.62506143,0
27,0,15,83.73159974,0
27,0,16,86.42075509,0
27,0,17,86.38814051,0
27,0,18,87.5057064,0
27,0,19,90.75666542,0
28,1,0,1.816289826,1
28,1,1,37.41203326,1
28,1,2,58.05480587,1
28,1,3,72.83568128,1
28,1,4,80.29868962,1
28,1,5,82.3289716,1
28,1,6,86.9390852,1
28,1,7,86.98458468,1
28,1,8,87.90923396,1
28,1,9,87.97474831,1
28,1,10,89.49360092,1
28,1,11,88.27733493,1
28,1,12,87.75358072,1
28,1,13,87.6452108,1
28,1,14,89.90222205,1
28,1,15,90.71490776,1
28,1,16,89.08279438,1
28,1,17,89.31656358,1
28,1,18,90.58357735,1
28,1,19,90.07045755,1
29,0,0,1.56092015,0
29,0,1,16.22103679,0
29,0,2,29.49347564,0
29,0,3,43.01303371,0
29,0,4,49.7040574,0
29,0,5,55.85947542,0
29,0,6,63.82717336,0
29,0,7,68.15675445,0
29,0,8,72.51401955,0
29,0,9,75.87860756,0
29,0,10,79.62553493,0
29,0,11,81.50747116,0
29,0,12,81.87043146,0
29,0,13,83.80837118,0
29,0,14,85.38853452,0
29,0,15,85.99157336,0
29,0,16,86.35210836,0
29,0,17,88.36841116,0
29,0,18,88.30201418,0
29,0,19,87.54321319,0
30,1,0,-0.663899537,1
30,1,1,42.17579398,1
30,1,2,64.13975526,1
30,1,3,77.87542081,1
30,1,4,82.99634656,1
30,1,5,86.6094426,1
30,1,6,87.1512421,1
30,1,7,89.14965208,1
30,1,8,86.94753458,1
30,1,9,87.66331024,1
30,1,10,91.0282958,1
30,1,11,88.31691115,1
30,1,12,89.52901681,1
30,1,13,88.76334294,1
30,1,14,89.40233057,1
30,1,15,90.17873516,1
30,1,16,91.75831481,1
30,1,17,91.51341781,1
30,1,18,90.27998199,1
30,1,19,89.5371618,1
